lambda_max,peak_height,fwhm,area_under_curve,label
241.3,0.7878095323872244,27.599999999999994,21.393154324248435,genuine
242.9,0.830347668760501,28.400000000000006,26.309306130636962,genuine
244.5,0.8467768636334505,27.19999999999999,26.740109573714303,genuine
243.7,0.8101392764329031,27.599999999999966,25.463974723731788,genuine
242.1,0.7904851772340934,28.0,25.063313370941252,genuine
242.1,0.8367871132007934,27.599999999999966,22.527364724388942,genuine
243.3,0.8148897504196563,27.99999999999997,26.07524768810557,genuine
242.5,0.8380894735530736,27.599999999999966,22.89007555579866,genuine
243.3,0.8277430466349989,27.99999999999997,22.81677981556058,genuine
242.5,0.7879767307382043,28.399999999999977,25.12735066510188,genuine
242.5,0.8000115193840529,27.19999999999999,21.44547540360191,genuine
241.3,0.7879679510425206,28.400000000000006,25.39440672942782,genuine
242.9,0.8088274436252653,27.99999999999997,25.54679741728012,genuine
242.5,0.8211719331959613,28.399999999999977,22.62383630788272,genuine
242.5,0.7849915575622085,28.80000000000001,21.225644145256407,genuine
244.1,0.7903746738502375,27.599999999999966,21.514684874177114,genuine
242.9,0.7980334643722774,28.400000000000006,21.700477821314852,genuine
242.1,0.7749526374604583,28.80000000000001,24.930847950947463,genuine
242.5,0.8296468279949674,28.80000000000001,22.876205746920718,genuine
242.9,0.4684268529196673,28.0,15.845806099050641,substandard_low_dose
243.7,0.5084194875734439,28.399999999999977,16.75350077100848,substandard_low_dose
242.5,0.4596062599898027,27.99999999999997,15.134046335628748,substandard_low_dose
242.1,0.4432668853789523,28.799999999999983,11.295344927632208,substandard_low_dose
243.7,0.4063253082323071,28.80000000000001,13.788933937079893,substandard_low_dose
242.1,0.4534051281181654,28.399999999999977,11.323750257339215,substandard_low_dose
242.1,0.3596326503131669,27.19999999999999,12.202303928299859,substandard_low_dose
244.9,0.3539914920091987,27.19999999999999,8.076269495210331,substandard_low_dose
241.3,0.4194800730987707,27.99999999999997,10.34115223530161,substandard_low_dose
242.5,0.4085161621051674,28.0,13.61126732577442,substandard_low_dose
243.3,0.5316951518904982,27.599999999999966,13.42736166701399,substandard_low_dose
241.3,0.3525323710892239,26.80000000000001,8.26431565456205,substandard_low_dose
240.9,0.3879523310593211,27.599999999999994,9.182729749904269,substandard_low_dose
241.3,0.3986167701481792,26.80000000000001,9.969831997698044,substandard_low_dose
241.7,0.4030699328096052,27.600000000000023,13.476213826362624,substandard_low_dose
244.1,0.3959410301058931,27.99999999999997,9.433535328456832,substandard_low_dose
244.1,0.4880144094495791,28.80000000000001,16.046174123942357,substandard_low_dose
243.3,0.3801868088220201,27.200000000000017,8.980432732771604,substandard_low_dose
242.5,0.3704743081289748,26.80000000000001,8.42914890156319,substandard_low_dose
243.7,0.37897620673872,27.600000000000023,12.987725910746715,substandard_low_dose
240.1,0.417510690659689,26.80000000000001,10.437012976423027,substandard_low_dose
242.5,0.4733344337938809,28.400000000000006,12.04120548227236,substandard_low_dose
244.5,0.3559716057055634,29.19999999999999,8.825803127484281,substandard_low_dose
239.3,0.3931504464761096,28.399999999999977,13.438193580729152,substandard_low_dose
240.9,0.4353427296686588,27.19999999999999,10.70947769269014,substandard_low_dose
241.7,0.5211899344535772,27.99999999999997,13.68078091792995,substandard_low_dose
243.7,0.4573067400560476,27.19999999999999,11.658128002979772,substandard_low_dose
240.1,0.5468027542352607,28.0,17.8786782808939,substandard_low_dose
242.5,0.3445647029704318,27.19999999999999,8.287485425238328,substandard_low_dose
241.3,0.4464272533566127,27.599999999999966,11.375133769413209,substandard_low_dose
241.3,0.4338279365194953,28.399999999999977,14.211014716197862,substandard_low_dose
240.1,0.4901911926390129,27.599999999999966,12.712763483138184,substandard_low_dose
244.1,0.4506510142043101,27.99999999999997,11.48443075885544,substandard_low_dose
244.1,0.4096719309373438,27.599999999999966,9.983743628275459,substandard_low_dose
244.1,0.4878214847815769,28.0,16.055065139416094,substandard_low_dose
243.3,0.4673340080111552,27.99999999999997,15.581647440336788,substandard_low_dose
243.7,0.3412808247548914,26.0,7.843958831680315,substandard_low_dose
241.7,0.5106618996858263,27.599999999999994,13.078570403878906,substandard_low_dose
243.3,0.3895674596997897,26.799999999999983,9.224007906771403,substandard_low_dose
242.9,0.3576196203647979,26.399999999999977,8.442703347737892,substandard_low_dose
244.9,0.559161940285756,27.99999999999997,14.722403867922909,substandard_low_dose
243.7,0.5443912912272337,28.399999999999977,14.078318667415687,substandard_low_dose
243.7,0.355158580044816,27.99999999999997,12.29657342310383,substandard_low_dose
240.9,0.450963871108588,26.400000000000006,11.024393920344266,substandard_low_dose
242.1,0.4762513390500021,27.99999999999997,15.408619904981483,substandard_low_dose
242.1,0.4610879678046581,28.399999999999977,11.866573199064533,substandard_low_dose
243.3,0.3845357091725861,27.599999999999966,9.380148629414252,substandard_low_dose
244.5,0.3915056509921188,27.200000000000017,9.524657043393937,substandard_low_dose
244.5,0.4080275088749717,27.200000000000017,13.92712393757365,substandard_low_dose
244.1,0.5027853184010775,27.19999999999999,16.144878635316232,substandard_low_dose
243.7,0.451258472004245,28.80000000000001,15.125383906301682,substandard_low_dose
240.5,0.4603306415925425,27.19999999999999,14.830086469848467,substandard_low_dose
244.1,0.3737617529232191,27.599999999999994,9.036929812028935,substandard_low_dose
243.7,0.4379016019739451,28.399999999999977,14.90359944273227,substandard_low_dose
242.5,0.4172747626127951,26.400000000000034,10.039316746025532,substandard_low_dose
242.9,0.4996413884217857,27.599999999999966,16.344770828288546,substandard_low_dose
243.3,0.4457385889805261,28.400000000000006,14.169183143588672,substandard_low_dose
244.1,0.5278746405241305,28.799999999999983,17.396428502567247,substandard_low_dose
242.9,0.508372025055905,28.400000000000006,16.57665148452951,substandard_low_dose
242.9,0.3388237667286327,27.200000000000017,7.948064376054084,substandard_low_dose
232.9,0.8173283853794098,27.69999999999999,25.942445527887806,wrong_api
258.1,0.8161374764249684,28.80000000000001,26.015196585120908,wrong_api
255.3,0.8098148087977305,28.0,21.846088870350364,wrong_api
253.3,0.8191925885731106,28.400000000000006,26.045202323376085,wrong_api
234.9,0.8127056615132847,28.5,22.070176376209158,wrong_api
259.7,0.8384420825196902,27.599999999999994,26.015053668196092,wrong_api
223.6,0.8157747430308935,28.5,25.692051844672193,wrong_api
227.7,0.8085226120130629,28.900000000000006,25.559711648686335,wrong_api
229.7,0.8166255297922801,27.700000000000017,22.072146118157395,wrong_api
230.5,0.8078410650828713,28.5,25.89643062293316,wrong_api
223.2,0.8044578053514039,28.5,21.40276862312514,wrong_api
263.7,0.8043335144531052,27.700000000000017,22.040880401916652,wrong_api
258.1,0.8139972280395316,28.80000000000001,26.13403124360447,wrong_api
230.9,0.8117851364203895,28.099999999999994,25.96943625550103,wrong_api
225.3,0.7992435226584552,28.900000000000006,21.700427003578692,wrong_api
258.9,0.7940692719121395,28.400000000000034,22.118881211831507,wrong_api
253.3,0.8088129908538167,27.99999999999997,22.096830489036755,wrong_api
236.1,0.8104029517698637,28.900000000000006,26.122939270090594,wrong_api
260.5,0.8286418349884018,28.799999999999983,26.076370107282514,wrong_api
230.9,0.8038647231720066,28.099999999999994,21.708134446458093,wrong_api
226.1,0.811012292528608,28.100000000000023,21.697428099450462,wrong_api
227.7,0.8155704218812438,28.5,25.82630901510594,wrong_api
225.3,0.8043952132313144,28.5,21.66143346074459,wrong_api
259.3,0.8139609378040127,28.0,26.091761813547286,wrong_api
253.3,0.8384584305241078,27.600000000000023,26.024023599817056,wrong_api
233.7,0.8131039991896115,28.900000000000006,26.135952849044713,wrong_api
254.1,0.8032706038203539,28.400000000000034,21.971175653438685,wrong_api
232.1,0.8102747653121646,28.099999999999994,21.999578737910515,wrong_api
228.9,0.8087326163014026,28.5,25.859409490599667,wrong_api
258.5,0.817022090043556,28.799999999999983,26.018462951380545,wrong_api
229.7,0.7981950988554647,28.5,22.025050074543447,wrong_api
229.3,0.8141488544158798,27.700000000000017,21.82276771539724,wrong_api
258.1,0.8233536729368005,29.19999999999999,26.01080631235907,wrong_api
255.3,0.8111485205804099,28.399999999999977,22.034231203573757,wrong_api
233.3,0.8120726660837486,28.5,22.070285921159723,wrong_api
249.7,0.8095172292955347,28.799999999999983,26.046991951491425,wrong_api
232.9,0.8177816587732767,28.099999999999994,26.08573362369588,wrong_api
230.1,0.805448612092757,28.5,25.92615096939294,wrong_api
251.3,0.8300010292345409,28.0,26.197646583302298,wrong_api
251.7,0.8276495325041592,28.80000000000001,26.12042453668278,wrong_api
258.5,0.8022744901996285,28.80000000000001,22.079759098499334,wrong_api
227.7,0.822365491374178,28.5,25.967223262694674,wrong_api
262.9,0.8007111118471493,27.69999999999999,22.042303356726165,wrong_api
251.3,0.8100974705793079,28.399999999999977,26.357051257353966,wrong_api
262.1,0.8130895094645297,27.700000000000017,22.239073541511928,wrong_api
228.9,0.8108383439013683,28.099999999999994,21.93816406370794,wrong_api
256.5,0.8111097735436139,28.400000000000006,21.85835089520184,wrong_api
254.5,0.8036885700309261,28.0,22.001892800146653,wrong_api
228.5,0.818920308223979,28.099999999999994,21.973109240348496,wrong_api
222.8,0.8105517937078633,28.5,25.431040034659823,wrong_api
233.7,0.8202391155302703,28.099999999999994,25.917054308485543,wrong_api
234.5,0.8036606527562837,28.900000000000006,22.15882680313105,wrong_api
229.3,0.8124550815239124,28.100000000000023,25.77862431612412,wrong_api
235.7,0.8186867859552724,28.099999999999994,21.970782092427218,wrong_api
234.9,0.8231010724061371,28.099999999999994,25.94421994986742,wrong_api
251.7,0.8155310988649476,27.599999999999994,21.946057967452138,wrong_api
251.3,0.8109483401814211,28.80000000000001,26.052906103303897,wrong_api
260.1,0.8229473202008916,28.400000000000006,25.96381179514271,wrong_api
252.5,0.8105827848752719,28.399999999999977,22.04158376285198,wrong_api
233.7,0.8164580010992935,28.099999999999994,22.044534469949333,wrong_api
253.7,0.7449937334731775,50.89999999999998,37.19734485373142,degraded_impure
249.7,0.7629045132423101,47.70000000000002,39.70937774357735,degraded_impure
254.5,0.7526458287518051,51.70000000000002,41.63056475441187,degraded_impure
244.1,0.7032518856090877,50.50000000000003,38.16534388649517,degraded_impure
239.7,0.6941510078524558,56.099999999999966,37.553831354229914,degraded_impure
244.5,0.7197827412501291,42.89999999999998,30.070939858493556,degraded_impure
252.1,0.7438908279030795,42.89999999999998,30.65925967519793,degraded_impure
248.5,0.763957278567249,42.89999999999998,35.7452873559289,degraded_impure
246.9,0.7010889075733802,52.900000000000034,37.86709752604993,degraded_impure
244.9,0.693263825455227,54.900000000000034,36.557023125219416,degraded_impure
244.5,0.6925352903028879,52.89999999999998,34.62741162544087,degraded_impure
244.5,0.7062878996802433,49.30000000000001,36.45865781879505,degraded_impure
247.7,0.7072920911975306,46.5,31.51682867296218,degraded_impure
242.9,0.6984963258933428,48.89999999999998,33.282789247453465,degraded_impure
245.3,0.7015200467759283,52.49999999999997,39.5806509899371,degraded_impure
244.9,0.7345396566837604,43.69999999999999,33.8961514601566,degraded_impure
244.1,0.7007772091991887,56.5,41.708002336994966,degraded_impure
244.1,0.6867661227317374,50.10000000000002,32.837734748043815,degraded_impure
250.1,0.7516656774993199,44.10000000000002,32.044018510502184,degraded_impure
245.7,0.6998851248714073,48.5,35.35544797872286,degraded_impure
245.7,0.7069679335914204,49.69999999999999,33.39594318718109,degraded_impure
255.7,0.7763708348223265,47.69999999999999,39.722609608639054,degraded_impure
249.7,0.7244831602990041,42.5,29.86106084119936,degraded_impure
250.1,0.7529806225234373,46.5,37.15450555351912,degraded_impure
247.7,0.7072777233201952,54.10000000000002,37.569448288714916,degraded_impure
252.5,0.7554284387515589,47.70000000000002,35.37524893285958,degraded_impure
243.3,0.6959415192325012,44.80000000000001,29.098398427084835,degraded_impure
242.5,0.7063140697224884,43.599999999999966,29.067491043948234,degraded_impure
245.3,0.7082481210074456,50.900000000000006,37.7659589319113,degraded_impure
243.3,0.7076474469291372,46.10000000000002,30.72359295451063,degraded_impure
248.1,0.7171611085319841,45.69999999999999,31.753232286102815,degraded_impure
240.1,0.691546317120369,56.099999999999994,37.358578509746124,degraded_impure
252.9,0.7126371045189469,48.5,33.554242130348285,degraded_impure
246.9,0.7077062453986825,44.5,30.25292769825904,degraded_impure
248.1,0.7320030045502344,42.099999999999966,29.586938052060024,degraded_impure
251.3,0.7613187622438015,45.29999999999998,33.57161312874139,degraded_impure
250.9,0.7676549427913314,46.89999999999998,35.720276919084746,degraded_impure
251.3,0.763253363819025,44.900000000000034,37.22324191447187,degraded_impure
244.9,0.7097288092601749,50.5,37.10455921102126,degraded_impure
246.1,0.6989118108108133,52.5,35.074755604106926,degraded_impure
243.3,0.6948259464275783,48.5,30.99115282008942,degraded_impure
243.3,0.7045600512244877,56.5,41.81063072223808,degraded_impure
254.9,0.7211713663659273,53.29999999999998,37.86358536209295,degraded_impure
257.3,0.7003575504474439,54.099999999999966,36.31073082425837,degraded_impure
246.1,0.7157661910668969,55.70000000000002,41.839274555060975,degraded_impure
244.9,0.6924001237134432,47.29999999999998,34.41346772798021,degraded_impure
245.3,0.7029899214566008,52.900000000000034,36.04319583476783,degraded_impure
254.5,0.7441297771764847,52.099999999999994,41.51429049069904,degraded_impure
247.3,0.7057544291397397,51.69999999999999,37.97558191487995,degraded_impure
252.9,0.7647708257072877,44.900000000000034,36.890336393800474,degraded_impure
244.5,0.7182042306955196,55.30000000000001,40.76589892427404,degraded_impure
246.5,0.7376514033281591,43.70000000000002,31.406236591051133,degraded_impure
242.9,0.6994522361379054,50.50000000000003,33.726889726368675,degraded_impure
244.1,0.7131666020068094,42.89999999999998,32.65990499054934,degraded_impure
244.9,0.7073727163287747,44.099999999999966,32.868888532250566,degraded_impure
246.1,0.7277664442827578,42.099999999999994,29.579908735971653,degraded_impure
244.9,0.7015737659287115,47.69999999999999,34.22448830165008,degraded_impure
245.7,0.7037743790197987,52.099999999999994,38.461199492088475,degraded_impure
245.3,0.6961359589476315,54.10000000000002,39.581627726813174,degraded_impure
249.3,0.7240211524079083,45.30000000000001,31.570860950555748,degraded_impure
